skill_id,canonical_name,normalized_name,category,source,taxonomy_version,confidence,indian_alignment,nsqf_alignment,status,esco_uri
SKILL_0021,attend to ICT systems quality,attend to ict systems quality,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e
SKILL_0022,audit techniques,audit techniques,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2
SKILL_0023,building systems monitoring technology,building systems monitoring technology,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0e8d16c9-e2db-4862-ac06-1567f01ef806
SKILL_0024,collect cyber defence data,collect cyber defence data,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/fcbb3a90-cdde-49ff-9ecc-8e2c0a6dfca2
SKILL_0025,communicate with stakeholders,communicate with stakeholders,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284
SKILL_0026,comply with legal regulations,comply with legal regulations,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11
SKILL_0027,computer forensics,computer forensics,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea
SKILL_0028,cooperate with colleagues,cooperate with colleagues,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c
SKILL_0029,create incident reports,create incident reports,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca
SKILL_0030,cyber attack counter-measures,cyber attack counter-measures,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5898d99a-62a4-4e10-a2e3-0d815ce44248
SKILL_0031,cyber security,cyber security,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44
SKILL_0032,data protection,data protection,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5
SKILL_0033,decision support systems,decision support systems,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b
SKILL_0034,define security policies,define security policies,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/37bc4dc0-1233-4008-98db-1116d0c1cfcc
SKILL_0035,develop information security strategy,develop information security strategy,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4
SKILL_0036,educate on data confidentiality,educate on data confidentiality,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df
SKILL_0037,engage with stakeholders,engage with stakeholders,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31
SKILL_0038,ensure adherence to organisational ICT standards,ensure adherence to organisational ict standards,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/b8271c8a-cba6-4baa-80f5-6361af3f07e3
SKILL_0039,ensure compliance with legal requirements,ensure compliance with legal requirements,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9
SKILL_0040,ensure compliance with policies,ensure compliance with policies,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/bda0d115-f315-453e-99dc-f8b0e5862db3
SKILL_0041,ensure cross-department cooperation,ensure cross-department cooperation,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/b216d9a2-7d4e-4312-8d05-e375f4ab44d8
SKILL_0042,ensure information privacy,ensure information privacy,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/71717c33-dd63-4acf-b052-a5fd5d9fc490
SKILL_0043,ensure information security,ensure information security,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087
SKILL_0044,ensure proper document management,ensure proper document management,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166
SKILL_0045,establish an ICT security prevention plan,establish an ict security prevention plan,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871
SKILL_0046,establish an Information Security Management System,establish an information security management system,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8
SKILL_0047,ethical hacking principles,ethical hacking principles,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9
SKILL_0048,ethics,ethics,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d
SKILL_0049,execute ICT audits,execute ict audits,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3
SKILL_0050,execute software tests,execute software tests,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a
SKILL_0051,follow ethical code of conduct of gambling,follow ethical code of conduct of gambling,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/45205440-fa65-44e0-a719-e89278dd723a
SKILL_0052,forecast organisational risks,forecast organisational risks,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1
SKILL_0053,gambling games,gambling games,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/d857c918-6907-4047-bbde-9a217b4474a3
SKILL_0054,handle customer complaints,handle customer complaints,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/28d715e3-3e5b-4fb6-8dd2-4be4919c8587
SKILL_0055,handle cybersecurity incidents,handle cybersecurity incidents,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239
SKILL_0056,handle game complaints,handle game complaints,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c3022b4a-936e-4e8e-8531-7f5902679d4f
SKILL_0057,identify ICT security risks,identify ict security risks,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf
SKILL_0058,identify ICT system weaknesses,identify ict system weaknesses,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc
SKILL_0059,implement ICT risk management,implement ict risk management,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c
SKILL_0060,implement ICT security policies,implement ict security policies,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e
SKILL_0061,implement a firewall,implement a firewall,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c
SKILL_0062,implement a virtual private network,implement a virtual private network,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95
SKILL_0063,implement anti-virus software,implement anti-virus software,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4
SKILL_0064,implement corporate governance,implement corporate governance,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c
SKILL_0065,implement spam protection,implement spam protection,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c2cbbccf-4ffd-4626-86e7-505b39c872a0
SKILL_0066,incidents and accidents recording,incidents and accidents recording,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e8f80ec5-c423-4eb2-9f0f-805d22f844ae
SKILL_0067,information security strategy,information security strategy,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50
SKILL_0068,integrate system components,integrate system components,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72
SKILL_0069,internal risk management policy,internal risk management policy,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67
SKILL_0070,internet governance,internet governance,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3
SKILL_0071,keep up-to-date with regulations,keep up-to-date with regulations,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f698f8df-b473-40aa-a5c9-033cd892467a
SKILL_0072,lead a team,lead a team,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb
SKILL_0073,lead disaster recovery exercises,lead disaster recovery exercises,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b
SKILL_0074,legal standards in gambling,legal standards in gambling,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/63095511-1841-4483-8224-f31a30bcdb85
SKILL_0075,levels of software testing,levels of software testing,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d
SKILL_0076,maintain ICT identity management,maintain ict identity management,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03
SKILL_0077,maintain database security,maintain database security,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0
SKILL_0078,maintain plan for continuity of operations,maintain plan for continuity of operations,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633
SKILL_0079,manage ICT virtualisation environments,manage ict virtualisation environments,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce
SKILL_0080,manage IT security compliances,manage it security compliances,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40
SKILL_0081,manage alarm system,manage alarm system,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d
SKILL_0082,manage closed-circuit television system,manage closed-circuit television system,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/b0288eea-74b3-460a-8ac5-edc4ba70b75c
SKILL_0083,manage database,manage database,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f
SKILL_0084,manage disaster recovery plans,manage disaster recovery plans,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/64852ade-6ae1-4760-ba4a-976bf07ca255
SKILL_0085,manage gambling operation,manage gambling operation,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5d1f71c1-fe52-4ade-b43d-5fc85ee16ad3
SKILL_0086,manage keys for data protection,manage keys for data protection,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305
SKILL_0087,manage staff,manage staff,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
SKILL_0088,manage system security,manage system security,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13
SKILL_0089,mobile device management,mobile device management,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/cf532795-a1fd-43bd-8407-6e43f877e6e3
SKILL_0090,monitor developments in field of expertise,monitor developments in field of expertise,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e
SKILL_0091,monitor system performance,monitor system performance,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/9190d87f-9792-42e0-bb7f-64294a656bcd
SKILL_0092,monitor technology trends,monitor technology trends,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e
SKILL_0093,network standards,network standards,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6
SKILL_0094,online gambling,online gambling,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/54b4a91f-9db8-4b67-a20d-9b6ceb9c2315
SKILL_0095,operational tactics for emergency responses,operational tactics for emergency responses,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4e5687e3-3d3a-4f5e-b76a-93da0124d453
SKILL_0096,optimise choice of ICT solution,optimise choice of ict solution,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425
SKILL_0097,organisational resilience,organisational resilience,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/79f24a62-7718-46e1-9b41-37be0560a5ca
SKILL_0098,penetration testing tool,penetration testing tool,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436
SKILL_0099,perform ICT security testing,perform ict security testing,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996
SKILL_0100,perform ICT troubleshooting,perform ict troubleshooting,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5
SKILL_0101,perform risk analysis,perform risk analysis,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317
SKILL_0102,procurement of ICT network equipment,procurement of ict network equipment,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74
SKILL_0103,protect ICT devices,protect ict devices,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e
SKILL_0104,protect personal data and privacy,protect personal data and privacy,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb
SKILL_0105,provide ICT consulting advice,provide ict consulting advice,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/283cbcd3-7101-4dbb-be37-56f3625515b1
SKILL_0106,quality assurance methodologies,quality assurance methodologies,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f
SKILL_0107,remove computer virus or malware from a computer,remove computer virus or malware from a computer,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe
SKILL_0108,report test findings,report test findings,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93
SKILL_0109,respond to incidents in cloud,respond to incidents in cloud,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d
SKILL_0110,responsible gambling,responsible gambling,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/8f15b22d-930e-4842-80dc-5cab28ac71fc
SKILL_0111,risk management,risk management,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0
SKILL_0112,safety engineering,safety engineering,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e
SKILL_0113,security engineering,security engineering,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab
SKILL_0114,security threats,security threats,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c
SKILL_0115,set up cybersecurity training programmes,set up cybersecurity training programmes,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/54d774a3-de3b-4425-b0d7-c03bc99a0937
SKILL_0116,software anomalies,software anomalies,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6
SKILL_0117,system backup best practice,system backup best practice,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3
SKILL_0118,telecom regulations,telecom regulations,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8
SKILL_0119,tools for ICT test automation,tools for ict test automation,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f
SKILL_0120,train employees,train employees,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e
SKILL_0121,use access control software,use access control software,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2
SKILL_0122,use back-up and recovery tools,use back-up and recovery tools,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917
SKILL_0123,use scripting programming,use scripting programming,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333
SKILL_0124,utilise decision support system,utilise decision support system,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/df0612db-366c-4ff5-b106-40b9e385195c
SKILL_0125,web application security threats,web application security threats,IT/Software - Cybersecurity,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7
SKILL_0126,Agile project management,agile project management,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4
SKILL_0127,Assembly (computer programming),assembly (computer programming),IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3
SKILL_0128,C#,c#,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a
SKILL_0129,Common Lisp,common lisp,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871
SKILL_0130,Erlang,erlang,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386
SKILL_0131,Groovy,groovy,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1
SKILL_0132,Hadoop,hadoop,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038
SKILL_0133,Haskell,haskell,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02
SKILL_0134,LDAP,ldap,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08
SKILL_0135,LINQ,linq,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e
SKILL_0136,Lisp,lisp,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220
SKILL_0137,MDX,mdx,IT/Software - Data & AI,ESCO,v1.2.1,1.0,,,active,http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5
