id,title,company,location_raw,tagsAndSkills
290925926238,Automation Tech Arch,Infosys,Bengaluru,"continuous integration,automation testing,java,data driven framework,keyword data driven framework,bdd,software testing,oracle apps technical"
290925926155,Principal Network Engineer - LoadBalancing / Micro-segmentation,Wells Fargo,Bengaluru,"architecting,version control,sql,linux,segmentation,switching,rest,risk management"
290925926152,Principal Engineer - GEN AI,Wells Fargo,Bengaluru,"AI model development,C#,AI infrastructure,generative AI,LLMs,Generative AI Operations,Python,Artificial Intelligence"
290925926122,Underwriting Specialist,Accenture,Bengaluru,"sql,data extraction,etl,python,pandas,workday,customer service,ms outlook"
290925926115,App Automation Eng Specialist,Accenture,Bengaluru,"python,natural language processing,automation anywhere,blue prism,ml,rpa,c,AIOC-S01585140"
290925925986,App Automation Eng Analyst,Accenture,Bengaluru,"python,c,natural language processing,automation anywhere,blue prism,rpa,automation testing,cucumber"
290925925901,Cloud Services Engineer,Accenture,Hyderabad,"cloud services,new relic,devops,cloud infrastructure,aws,kubernetes,continuous integration,python"
290925925811,Software Development Engineer,Accenture,Bengaluru,"development methodologies,application development,mdg,sap master data governance,debugging,c#,css,c++"
290925925810,Software Development Engineer,Accenture,Bengaluru,"software development,software testing,sap success factor,debugging,sap successfactors integrations,rest,web services,boomi"
290925925787,Application Developer,Accenture,Bengaluru,"anaplan,project management,software testing,application development,troubleshooting,erp,css,python"
290925925749,Application Developer,Accenture,Bengaluru,"snowflake,warehouse,sql,data modeling,etl process,python,oracle,datastage"
290925925745,Application Lead,Accenture,Hyderabad,"data analytics,microsoft azure,etl,data integration,etl process,sql development,python,oracle"
290925925687,Application Developer,Accenture,Bengaluru,"sap,data management,data migration,adm,data quality management,python,data analysis,data analytics"
290925925683,Data Engineer,Accenture,Hyderabad,"data services,microsoft azure,database design,data modeling,design principles,python,data management,azure synapse"
290925925665,Application Lead,Accenture,Bengaluru,"pyspark,python,google,cloud platform,platform architecture,kubernetes,c++,sql"
290925925652,App Automation Eng Assoc Manager,Accenture,Bengaluru,"python,natural language processing,automation anywhere,blue prism,ml,rpa,c,automation testing"
290925925632,Application Developer,Accenture,Hyderabad,"sap,development methodologies,application development,debugging,sap abap,c#,css,python"
290925925578,Application Lead,Accenture,Bengaluru,"sql,regulations,data governance,data masking,informatica,c#,python,oracle"
290925925530,Application Developer,Accenture,Bengaluru,"sql,plsql,database design,oracle,oracle procedural language,css,c++,web services"
290925925498,Data Architect,Accenture,Bengaluru,"snowflake,warehouse,data engineering,snowpipe,gen,hive,python,performance tuning"
290925925474,Application Developer,Accenture,Bengaluru,"css,sitecore,javascript,web development,html,c#,web services,software testing"
290925925435,Application Developer,Accenture,Hyderabad,"sap,supply chain,sap configuration,sap mm materials management,inventory management,software testing,surfacing,javascript"
290925925414,Application Lead,Accenture,Bengaluru,"snowflake,data warehousing,warehouse,etl,data integration,python,data analysis,data analytics"
290925925402,Application Lead,Accenture,Bengaluru,"data analytics,microsoft azure,etl,data integration,etl process,sql development,python,oracle"
290925925386,Software Development Engineer,Accenture,Bengaluru,"sap abap development,sap hana,sap,sap abap,abap,css,sql,salesforce"
290925925318,Application Lead,Accenture,Bengaluru,"microsoft azure iaas,microsoft azure,sql azure,paas,cloud computing,c#,entity framework,ado.net"
290925925265,Application Developer,Accenture,Bengaluru,"data validation,oracle core hr,oracle hcm,oracle hcm cloud,oracle cloud,oracle,software testing,cloud hcm"
290925925067,Infra Tech Support Practitioner,Accenture,Bengaluru,"ansible,scripting languages,python,puppet,automation engineering,c++,dbms,sql"
290925925029,Application Developer,Accenture,Bengaluru,"python,peopletools,peoplesoft admin,peoplesoft,shell scripting,software testing,application design,peoplesoft application"
290925925005,Software Development Engineer,Accenture,Bengaluru,"sap fiori,debugging,sap abap,sap hana,abap,visualforce,ATCI-R1-S1867634,css"
290925924980,Application Lead,Accenture,Bengaluru,"team management,site reliability engineering,devops,cloud infrastructure,aws,kubernetes,continuous integration,python"
290925924979,Data Engineer,Accenture,Bengaluru,"data architecture,data modeling,data governance,etl,data integration,hive,python,data warehousing"
290925924927,Application Developer,Accenture,Bengaluru,"snowflake,warehouse,sql,data modeling,etl process,python,oracle,performance tuning"
290925924822,Software Development Engineer,Accenture,Bengaluru,"ms sql server administration,sql server,ssis,data integration,etl process,c#,software development,performance tuning"
290925924768,Business and Integration Architect,Accenture,Bengaluru,"python,application performance management,machine learning,r,data flow,sccm administration,airwatch,business strategy"
290925924703,Business Process Architect,Accenture,Bengaluru,"python,application performance management,r script,machine learning,r,c#,oracle,data analysis"
290925924677,Application Developer,Accenture,Bengaluru,"aws administration,aws cloudformation,terraform,aws,cloud computing,kubernetes,python,microsoft azure"
290925924673,Custom Software Engineer,Accenture,Bengaluru,"sql,plsql,c#,software development,oracle,css,c++,jquery"
290925924669,Test Automation Engineer,Accenture,Hyderabad,"quality process,performance testing,automation testing,selenium,java fundamentals,selenium automation testing,javascript,test case development"
290925924619,Application Developer,Accenture,Bengaluru,"application development lifecycle,sql,appian,database management,appian process automation,rest,css,software development"
290925924529,Application Developer,Accenture,Bengaluru,"development methodologies,sap mm materials management,application development,sap bank analyzer,debugging,c#,python,sap"
290925924500,Software Development Engineer,Accenture,Bengaluru,"development methodologies,application development,sap pp,debugging,production planning,c#,css,c++"
290925924375,Application Lead,Accenture,Bengaluru,"devops,paas,agile methodology,microsoft azure iaas,design principles,ado.net,jquery,sql"
290925924267,AI/ML Computational Science Sr Manager,Accenture,Bengaluru,"architecting,service quality,itil framework,sales,selling,python,service operations,software testing"
290925924196,Application Lead,Accenture,Bengaluru,"data processing,pyspark,distributed computing,sql,etl,algorithms,python,c++"
290925924154,Application Support Engineer,Accenture,Bengaluru,"ecm,sql,java,application support,troubleshooting,bom,project management,oracle"
290925924153,Application Support Engineer,Accenture,Bengaluru,"ecm,sql,java,application support,troubleshooting,bom,project management,oracle"
290925924127,Application Lead,Accenture,Bengaluru,"analytics services,azure analytics,microsoft azure,cloud computing,etl,python,azure data lake,ssas"
290925924125,Application Developer,Accenture,Bengaluru,"database design,data modeling,python,data engineering,design principles,css,web services,hibernate"
290925924117,Application Lead,Accenture,Bengaluru,"devops,paas,microsoft azure iaas,microsoft azure,design principles,ado.net,jquery,sql"
290925923992,Application Developer,Accenture,Bengaluru,"net fullstack,cloud services,sql,database management,web application framework,c#,version control,jsp"
290925923976,"Data Eng, Mgmt & Governance Sr Analyst",Accenture,Bengaluru,"data management,data analysis,pyspark,aws,etl,hive,python,project management"
290925923954,DevOps Engineer,Accenture,Hyderabad,"continuous integration,microsoft azure,hashicorp terraform,gcp,devsecops,sentinel,kubernetes,python"
290925923947,Application Developer,Accenture,Hyderabad,"microservices,sql,java,rest,spring boot,css,web services,hibernate"
290925923845,Application Developer,Accenture,Bengaluru,"sap,data analysis,sap fi,accounting,financial accounting,python,oracle,data warehousing"
290925923811,Application Developer,Accenture,Bengaluru,"development methodologies,application development,sap global trade services,debugging,troubleshooting,c#,css,python"
290925923793,I&F Decision Sci Practitioner Specialist,Accenture,Bengaluru,"data analytics,bi,power bi,sales,sql,python,project management,service operations"
290925923754,Application Developer,Accenture,Bengaluru,"data warehousing,sql,data modeling,data warehousing concepts,bigquery,hive,python,oracle"
290925923738,Application Lead,Accenture,Bengaluru,"snowflake,data warehousing,warehouse,sql,data warehousing concepts,hive,c#,python"
290925923724,GN- T&O-Consultant-OA,Accenture,Bengaluru,"python,natural language processing,people analytics,ml algorithms,ml,management consulting,algorithms,data analytics"
290925923714,Application Developer,Accenture,Bengaluru,"analytics services,azure analytics,microsoft azure,application development,cloud computing,c#,python,azure data lake"
290925923657,Software Development Engineer,Accenture,Bengaluru,"software testing,development methodologies,application development,sap grc,debugging,c#,css,sap"
290925923656,Advanced Application Engineer,Accenture,Bengaluru,"manufacturing processes,manufacturing engineering,system integration,software development methodologies,mes,project management,data analysis,application engineering"
290925923641,Data Platform Engineer,Accenture,Bengaluru,"python,sql,data modeling,etl,data integration,data analysis,data analytics,oracle"
290925923640,Data Platform Engineer,Accenture,Bengaluru,"python,sql,data modeling,etl,data integration,data analysis,data analytics,oracle"
290925923451,Application Lead,Accenture,Bengaluru,"application development lifecycle,software testing,visual basic,vc++,testing methodologies,software development,android,ncino"
290925923365,Application Developer,Accenture,Bengaluru,"python,sql,gcp,bigquery,aws,cloud services,cloud infra,data analytics"
290925923224,Responsible AI Tech Lead,Accenture,Bengaluru,"snowflake,warehouse,machine learning,data governance,etl,c#,python,technical leadership"
290925923175,Application Lead,Accenture,Hyderabad,"snowflake,warehouse,sql,data warehousing concepts,etl,hive,python,oracle"
290925923145,Quality Engineering Lead (Test Lead),Accenture,Bengaluru,"performance testing,devops,salesforce testing,testing methodologies,agile,software testing,regression testing,automation testing"
290925923136,Security Architect,Accenture,Bengaluru,"rest,j2ee development,sap module,java,sailpoint,cloud security,presentation skills,information security"
290925922941,Application Developer,Accenture,Bengaluru,"api,net mvc,javascript,asp,web application development,css,web services,jquery"
290925922855,Application Developer,Accenture,Hyderabad,"sql,database management,sap abap development,sap hana,sap fiori,css,jquery,java"
290925922703,Technology Architect,Accenture,Bengaluru,"technology architecture,system integration,rf,generators,cloud computing,architectural design,c#,software development"
290925922404,Application Developer,Accenture,Bengaluru,"automation testing,application lifecycle management,application development,selenium,agile,python,software testing,regression testing"
290925922329,Software Development Engineer,Accenture,Bengaluru,"sap fiori,debugging,sap abap,sap hana,abap,ATCI-R1-S1867635,visualforce,css"
290925922243,App Automation Eng Associate,Accenture,Bengaluru,"python,natural language processing,automation anywhere,blue prism,ml,rpa,c,vb"
290925922240,Application Developer,Accenture,Bengaluru,"sql,data warehousing concepts,bigquery,etl,etl process,hive,python,oracle"
290925922209,Software Development Engineer,Accenture,Bengaluru,"software testing,master data management,development methodologies,application development,debugging,c#,data management,software development"
290925922207,Software Development Engineer,Accenture,Bengaluru,"software testing,master data management,development methodologies,application development,debugging,c#,css,data management"
290925922192,Data Engineer,Accenture,Bengaluru,"data architecture,data modeling,data governance,etl,data integration,hive,python,data warehousing"
290925922135,AI / ML Engineer,Accenture,Hyderabad,"deep learning frameworks,tensorflow,gcp,pytorch,aws,image processing,chatbot,python"
290925922089,DevOps Engineer,Accenture,Bengaluru,"continuous integration,kubernetes,ci/cd,container orchestration,aws,container,python,microsoft azure"
290925922011,Application Lead,Accenture,Hyderabad,"html,net mvc,javascript,web application development,asp,css,ado.net,bootstrap"
290925921981,Data Engineer,Accenture,Bengaluru,"database design,data modeling,bigquery,design principles,etl,hive,data services,python"
290925921795,Application Developer,Accenture,Bengaluru,"net fullstack,cloud services,sql,database management,web application framework,c#,ATCI-4998418-S1864639,version control"
290925921770,Data Modeler,Accenture,Bengaluru,"data architecture,sql,data architecture principles,data modeling,etl,python,oracle,data warehousing"
290925921763,Application Lead,Accenture,Bengaluru,"data analytics,data governance,etl,data integration,etl process,sql development,python,oracle"
290925921735,Delivery Lead,Accenture,Bengaluru,"murex,sql,java,xml,mxml,web services,delivery leadership,hibernate"
290925921733,Application Lead,Accenture,Hyderabad,"data warehousing,sap bw,data modeling,data warehousing concepts,etl,hive,python,sql development"
290925921728,Application Lead,Accenture,Bengaluru,"sterling commerce,sql,software development life cycle,java,ibm sterling,c#,sql development,oracle"
290925921694,Large Language Model Architect,Accenture,Bengaluru,"architecting,emerging technologies,natural language processing,network security,network architectures,onpremise,tcp,solution development"
290925921631,Data Engineer,Accenture,Bengaluru,"data architecture,data modeling,data governance,etl,data integration,hive,python,data warehousing"
290925921571,App Automation Eng Senior Analyst,Accenture,Bengaluru,"python,natural language processing,automation anywhere,blue prism,ml,rpa,c,automation testing"
290925921567,App Automation Eng Senior Analyst,Accenture,Bengaluru,"python,natural language processing,automation anywhere,blue prism,ml,rpa,c,automation testing"
290925921315,Application Designer,Accenture,Hyderabad,"workday,software testing,application design,application engine,peoplecode,project management,software development,peopletools"
290925921282,Application Developer,Accenture,Hyderabad,"c#,development methodologies,javascript,application development,microsoft dynamics crm technical,software testing,jsp,ms dynamics crm"
290925921250,Application Developer,Accenture,Bengaluru,"continuous integration,redhat openshift,ci/cd,devops,container orchestration,kubernetes,python,maven"
290925921226,Business and Integration Architect,Accenture,Bengaluru,"python,application performance management,machine learning,stakeholder engagement,data flow,project management,business strategy,business analysis"
290925921115,Application Lead,Accenture,Bengaluru,"data warehousing,sap bw,data modeling,data warehousing concepts,etl,hive,python,sql development"
290925921061,Software Development Engineer,Accenture,Hyderabad,"development methodologies,application development,sap success factor,debugging,sap successfactors integrations,c#,rest,css"
290925921039,Application Developer,Accenture,Hyderabad,"jsp,hibernate,sql,spring,html,c#,css,python"
290925921038,Application Developer,Accenture,Hyderabad,"development methodologies,application development,debugging,api,duck creek,c#,css,python"
290925921011,Application Lead,Accenture,Bengaluru,"software testing,team management,development methodologies,application development,java,c#,technical leadership,crystal report"
290925920980,Application Developer,Accenture,Bengaluru,"oracle cloud,development methodologies,application development,sql,cloud applications,c#,css,python"
290925920940,I&F Decision Sci Practitioner Sr Analyst,Accenture,Bengaluru,"data analysis,budgeting,fpa,financial planning,financial planning and analysis,hive,financial analysis,python"
290925920918,Application Lead,Accenture,Bengaluru,"microsoft power bi,data analysis,power bi,business intelligence,dax,c#,python,data analytics"
290925920915,Application Lead,Accenture,Bengaluru,"microsoft power bi,data analysis,power bi,business intelligence,dax,c#,python,data analytics"
290925920869,Application Developer,Accenture,Hyderabad,"worksoft certify,development methodologies,application development,software development life cycle,agile,c#,css,software testing"
290925920804,Application Lead,Accenture,Hyderabad,"data warehousing,sap bw,data modeling,data warehousing concepts,etl,hive,python,sql development"
290925920797,Application Designer,Accenture,Bengaluru,"manual testing,sql,automation testing,kronos,wfm,workday,web services,application design"
290925920494,Application Developer,Accenture,Bengaluru,"data processing,big data technologies,distributed computing,spark,hadoop,hive,rest,python"
290925920283,Application Lead,Accenture,Hyderabad,"analytics services,azure analytics,microsoft azure,cloud computing,etl,c#,hive,python"
290925920186,Application Developer-Cloud FullStack,IBM,Bengaluru,"algorithms,microservices,java,data structures,spring boot,manual testing,dbms,sql"
290925920185,Data Scientist-Artificial Intelligence,IBM,Bengaluru,"algorithms,python,data analytics,tableau,ml,hive,data analysis,49646"
290925920176,Application Developer-Cloud FullStack,IBM,Bengaluru,"algorithms,microservices,java,data structures,spring boot,manual testing,dbms,53481"
290925920147,Application Developer-Cloud FullStack,IBM,Bengaluru,"algorithms,microservices,java,data structures,spring boot,manual testing,dbms,sql"
290925920108,Application Developer-DevOps,IBM,Bengaluru,"ansible,linux,powershell,yaml,unix,apache tomcat,sql,docker"
290925920107,Data Scientist-Artificial Intelligence,IBM,Bengaluru,"python,data analytics,cloud technologies,tableau,ml,hive,algorithms,natural language processing"
290925920086,"Storage L3 Support Engineer, Fusion Data Foundation",IBM,Bengaluru,"kubernetes,linux,python,bash,aws,c++,golang,sql"
290925919983,Processor Logic Manager,IBM,Bengaluru,"sizing,data analysis,devops,agile,project planning,project development,soc,plc"
290925919978,Application Developer-Azure Cloud FullStack,IBM,Bengaluru,"azure functions,react.js,microsoft azure,angular,.net core,datafactory,azure service bus,azure devops"
290925919966,Senior Staff System Development Engineer,IBM,Bengaluru,"rexx,debugging,zos,project development,troubleshooting,dbms,ibm utilities,ims db"
290925919955,Solution Architect-Data Platforms,IBM,Bengaluru,"spark,hadoop,big data,python,azure cloud,hive,cloudera,kubernetes"
290925919873,TPH BA | 6 To 12 Years | Pan India,Capgemini,Bengaluru,"gpp,traceability matrix,payment systems,pan,swift,software testing,regression testing,business strategy"
290925919777,Java Solution Architect,Wipro,Bengaluru,"Java,JSP,J2EE,CSS3,SQL,PL/SQL,jQuery,XML"
290925919754,Administrator - L3,Wipro,Bengaluru,"redhat openshift,end user,java,devops,aws,kubernetes,ibm cloud,openshift"
290925919752,Developer - L4,Wipro,Hyderabad,"Ab Initio,module development,software development,quality assurance,software solutions,project specifications,Assurance,Development"
290925919729,Developer - L3,Wipro,Bengaluru,"continuous integration,root cause analysis,software development life cycle,devops,devops tools,analyzing information,software development,software management"
290925919557,SDET Test Engineer,Wipro,Bengaluru,"software development,automation testing,selenium,sdet,digital transformation,software testing,regression testing,cucumber"
290925919531,Quality Analyst,Sapiens,Bengaluru,"software testing,accounting,billing,sql,agile,regression testing,istqb,automation testing"
290925916390,Senior Software Engineer I,Optum,Bengaluru,"python,data analysis,relational databases,data bricks,oracle adf,continuous integration,data services,oracle"
290925915184,Software Principal Engineer,Dell Technologies,Bengaluru,"smb,networking,file system,storage protocols,nfs,python,acls,software testing"
290925910350,Engineer II - HashiCorp,IBM,Bengaluru,"networking,product design,debugging,terraform,product engineering,kubernetes,python,microsoft azure"
290925910217,Application Developer-SAP ABAP HANA,IBM,Bengaluru,"adobe forms,sap hana,aws core services,sap scripts,abap,abap development,alv on hana,sql"
290925910213,Design Verification Engineer (Pervasive SoA),IBM,Hyderabad,"soc verification,design verification,vhdl,verilog,pipeline,c++,soc,scanning"
290925910026,Technical Consultant-AIOps,IBM,Bengaluru,"python,natural language processing,machine learning,devops,ml,algorithms,c++,performance tuning"
290925910021,Quality Engineer-Automation,IBM,Bengaluru,"software testing,java,testing life cycle,quality assurance,software development cycle,junit,python,bdd"
290925909954,Application Developer-Azure Cloud Migration,IBM,Bengaluru,"sql,asp.net,c#,relational databases,.net core,css,dbms,hibernate"
290925909878,Software Engineer & POC Specialist - IBM Decision Runtime For z/OS,IBM,Bengaluru,"ispf,jcl,zos,documentation,cobol,rexx,dbms,qmf"
290925909788,System z/Mainframes Security Developer (RACF),IBM,Bengaluru,"mainframes,system programming,security framework,troubleshooting,debugging,python,c++,kvm"
290925909776,Quality Engineer-Automation,IBM,Bengaluru,"software testing,java,testing life cycle,quality assurance,software development cycle,junit,python,bdd"
290925908456,Terraform Specialist,Infosys,Bengaluru,"continuous integration,microsoft azure,ci/cd,gcp,aws,kubernetes,python,project management"
290925908454,Java Springboot Lead,Infosys,Bengaluru,"java,debugging,software quality assurance,project life cycle,agile methodology,knowledge management,spring,testing tools"
290925908274,Full Stack Engineer,Accenture,Bengaluru,"debugging,snowflake,python,warehouse,aws,css,sql,docker"
290925908135,Application Support Engineer,Accenture,Bengaluru,"backup software,mysql database administration,failover,troubleshooting,aws,cloud sql,python,nagios"
290925908086,Application Developer,Accenture,Bengaluru,"development methodologies,application development,salesforce,salesforce marketing cloud,debugging,c#,css,python"
290925907879,Application Developer,Accenture,Hyderabad,"gateways,sap,application lifecycle management,application development,sap fiori,python,automation testing,manual testing"
290925907701,Application Lead,Accenture,Bengaluru,"microsoft azure iaas,kubernetes,deploying models,docker,cloud architecture,python,natural language processing,microsoft azure"
290925907677,Application Lead,Accenture,Bengaluru,"data analytics,data governance,etl,data integration,etl process,sql development,python,oracle"
290925907603,Application Developer,Accenture,Bengaluru,"sap,data analysis,sap fi,accounting,financial accounting,python,oracle,data warehousing"
290925907526,I&F Decision Sci Practitioner Manager,Accenture,Bengaluru,"python,sas,sql,r,hr analytics,advanced analytics,project management,client engagement"
290925907516,Application Lead,Accenture,Bengaluru,"java,ui,ui/ux,ux,business requirement analysis,user stories,pmi,sql"
290925907515,Application Lead,Accenture,Bengaluru,"talend,sql,database management,talend etl,etl,python,oracle,team management"
290925907481,Application Developer,Accenture,Bengaluru,"data engineering,data modeling,etl,data integration,etl process,python,oracle,datastage"
290925907391,Application Support Engineer,Accenture,Bengaluru,"microsoft azure iaas,sql,oracle dba,oracle rdbms,aws,python,oracle,nagios"
290925907361,Application Developer,Accenture,Bengaluru,"pyspark,sql,selenium,python,pandas,schema,kubernetes,css"
290925907358,Application Developer,Accenture,Bengaluru,"css,sql,html,javascript,.net,web services,ado.net,microsoft asp.net"
290925907166,Application Support Engineer,Accenture,Bengaluru,"netapp,san,nas,storage area network,netapp storage,nagios,vmware vsphere,smb"
290925906738,Application Developer,Accenture,Bengaluru,"snowflake,warehouse,sql,data modeling,etl process,python,oracle,datastage"
290925906670,SW/App/Cloud Tech Support Associate,Accenture,Bengaluru,"python,natural language processing,automation anywhere,blue prism,ml,microsoft azure,networking,vb"
290925906623,Data Architect,Accenture,Hyderabad,"python,data warehousing,sql,data modeling,data lake,api integration,glue,amazon redshift"
290925906610,Application Lead,Accenture,Bengaluru,"data warehousing,data engineering,data warehousing concepts,etl,etl process,azure databricks,hive,python"
290925906559,Application Lead,Accenture,Bengaluru,"azure databricks,python,microsoft azure,etl,cloud computing,hive,azure data lake,application design"
290925906420,Data Architect,Accenture,Hyderabad,"python,data warehousing,pyspark,sql,data modeling,api integration,glue,amazon redshift"
290925905812,ITA Manager,Grant Thornton,Bengaluru,"oracle,sap,jde,jd edwards,sql,risk management,software testing,information technology"
290925902749,DevOps Architect,Sapiens,Bengaluru,"sql,linux,jenkins,groovy,unix,websphere,continuous integration,kubernetes"
290925503331,Agentic Technical Product Delivery Manager,PepsiCo India,Hyderabad,"Computer science,Prototype,GIT,Data management,Architecture,Workflow,Continuous improvement,Analytics"
290925502671,Senior Enterprise Software Engineer,Medtronic,Hyderabad,"Computer science,C++,Architecture,Networking,Coding,System design,Healthcare,Project planning"
290925502669,Senior Enterprise Software Engineer,Medtronic,Hyderabad,"Architecture,Networking,Coding,Javascript,System design,Healthcare,Project planning,Application development"
290925502168,"Developer (Java/J2EE, Rest API, Hibernate, Spring)",SAP,Bengaluru,"Hibernate,Tomcat,Payroll,SAP,Performance testing,Agile,Data structures,HTML"
290925502167,Developer - ABAP/OOABAP,SAP,Bengaluru,"SAP,Db2,Coding,Debugging,Oracle,Troubleshooting,ABAP,Analytics"
290925501904,Analyst - IT Audit,KPMG India,Bengaluru,"it risk management,risk management,risk assessment,data analysis,information technology,iso,sox compliance,information security"
290925501668,Storage Automation Support Engineer/ Senior Consultant Specialist,Hsbc,Bengaluru,"vendor management,contract management,data analysis,kpi,purchase,sourcing,excel,commercial management"
290925501311,"Manager, Product Analyst - Quality",Merck Sharp & Dohme (MSD),Hyderabad,"project management,quality control,automation testing,manual testing,business analysis,final quality,sql server,javascript"
290925501118,"Sr Principal Eng, Cybersecurity",Baxter,Bengaluru,"security analysis,algorithms,c++,software development,c,cyber security,owasp,information security"
290925501117,"Sr Engineer, V&V",Baxter,Bengaluru,"matlab,simulink,risk management,technical writing,python,software,software testing,keil ide"
290925501094,Storage Automation Support Engineer/ Senior Consultant Specialist,Hsbc,Hyderabad,"vendor management,contract management,data analysis,kpi,purchase,sourcing,excel,commercial management"
290925501082,Java SpringBoot Professional,Hsbc,Hyderabad,"kubernetes,continuous integration,nexus,confluence,ci/cd,sql,plsql,docker"
290925501079,"GCP, DevOps, Python-Consultant Specialist",Hsbc,Hyderabad,"kubernetes,continuous integration,nexus,confluence,ci/cd,docker,ansible,sql"
290925500961,"Manager II, ML Data Operations, ABDAI",Amazon,Hyderabad,"data operations,operations management,project management,data analysis,data analytics,data management,team management,mis reporting"
290925500183,Senior Network Developer,Oracle,Bengaluru,"TCP,Automation,Manager Quality Assurance,Networking,Performance testing,DNS,Network security,Firmware"
290925500181,"Principal Engineer, CSS Global SaaS & Apps Delivery, DevOps",Oracle,Bengaluru,"Automation,Linux,Networking,Database,Javascript,Database administration,Windows,Oracle"
290925500151,ServiceNow developer/Consultant Specialist,Hsbc,Hyderabad,"Business process,Automation,Change management,Analytical,Debugging,CAD,ITSM,Incident management"
290925026865,Servicenow Developer,Careernet,Hybrid - Hyderabad,"Generative Ai,Servicenow,CMDB,Development,ITSM,Aiml,Discovery Studio,Hrsd"
290925018754,.NET Software Developer,Optum,"Hybrid - Hyderabad, Chennai","Front End,.Net,Oracle,AWS,SQL,End,Software,Development"
290925012781,API Production Operator,Cipla,"India, Bengaluru","css,production,gmp,ajax,jquery,sql,manpower handling,java"
290925008740,Interesting Opportunity For Senior Software Engineer - Devops,Manpowergroup Services India,Bengaluru,"Azure DevOps,PowerShell,Installer Packages,Git,Shell Scripting,Continuous Integration,Pyhton,Bash"
290925004333,Technical SME - DataOps,Cognizant,Hyderabad,"aks,sme,specifications,sales,azure devops,ansible,docker,sql"
270925008025,Automation Tester,Tata Consultancy Services,Bengaluru,"Typescript,Javascript,Playwright,Automation,Software testing,Automation testing"
260925929765,Senior Consultant - Tech - Impl - L1,Wipro,Hyderabad,"rfps,css,knowledge management,javascript,technology consulting,project management,software testing,automation testing"
260925929581,Technical Lead - L1,Wipro,Hyderabad,"technical leadership,data engineering,technical support,full stack,troubleshooting,c#,css,python"
260925929537,GCP Big Query - Leadt - L1,Wipro,Hyderabad,"software testing,functional design,technical design,automation tools,bigquery,architectural design,python,product support"
260925929194,Developer - L3,Wipro,Bengaluru,"software testing,manual testing,root cause analysis,software development life cycle,java,regression testing,automation testing,defect life cycle"
260925928886,Technical Lead - L1,Wipro,Bengaluru,"technical leadership,data engineering,data bricks,technical support,troubleshooting,hive,python,scala"
260925928770,Test Engineer,Wipro,Bengaluru,"payments,rest assured,java,selenium,sdet,rest,bdd,sql queries"
260925927219,Senior Platform Engineer (Internal Mobility),Sapiens,Bengaluru,"continuous integration,linux server,automation tools,python,aws,kubernetes,ci/cd,azure devops"
260925924261,Senior Quality Analyst (ETL Testing),Sapiens,Bengaluru,"bi,data warehousing,sql,etl testing,database creation,python,software testing,istqb"
260925504568,LEAD Program Member IT,GENERAL ELECTRIC (GE),Bengaluru,
260925504267,LEAD Engineering,GENERAL ELECTRIC (GE),Bengaluru,
260925504266,LEAD Engineering,GENERAL ELECTRIC (GE),Bengaluru,
260925504263,LEAD Engineering,GENERAL ELECTRIC (GE),Bengaluru,
260925504262,LEAD Engineering,GENERAL ELECTRIC (GE),Bengaluru,
260925503536,Quality Engineer III,AMERICAN EXPRESS,Bengaluru,"Automation,Manager Quality Assurance,Data management,Coding,Finance,Disaster recovery,Performance testing,Scrum"
260925503419,"Software Development Manager, Just Walk Out",Amazon,Bengaluru,"Cloud computing,Team management,Web services,Coding,Manager Program Management,Architecting,Technology solutions,Business applications"
260925503418,"Software Dev Engineer, Conversational Agent Services India",Amazon,Bengaluru,"Computer science,System architecture,Coding,Artificial Intelligence,Machine learning,Architectural design,Software development life cycle,Programming"
260925502448,"Senior Manager, BPM Software Engineering",Merck Sharp & Dohme (MSD),Hyderabad,"software development,relationship building,application design,production,power platform,power bi,problem solving,integration framework"
260925502444,"Lead Product Manager, Growth Platform",Uber,Bengaluru,"digital marketing,product strategy,python,ux,business analysis,product roadmap,user stories,artificial intelligence"
260925502338,Lead Software Quality Engineer 4,Adobe,Bengaluru,"continuous integration,code coverage,data validation,automation testing,cd tools,database testing,gitlab ci,sql"
260925502336,Sr Specialist Software Engineering,ATT Communication Services,Bengaluru,"python,software testing,configuration,dbms,engineering,sql,coding,java"
260925501174,"SENIOR, SOFTWARE ENGINEER",Walmart,Bengaluru,"Automation,Test case preparation,Coding,Information security,Javascript,Business solutions,Stakeholder management,Information technology"
260925500601,Sr Analyst 1 - EQRM - Proactive7,DXC Technology,Hyderabad,"Software testing,GIT,Testing tools,Social media,Automation tools,Javascript,Security testing,Selenium"
260925500600,Lead Tester - EQRM - Proactive5,DXC Technology,Hyderabad,"Software testing,GIT,Testing tools,Social media,Automation tools,Javascript,Security testing,Selenium"
260925500171,Software Developer 3,Oracle,Bengaluru,"Maven,Coding,GCP,Disaster recovery,Machine learning,Security services,Oracle,Distribution system"
260925500148,Product Safety & Risk Manager (Software Systems Engineering),Philips,Bengaluru,"Computer science,Manager Quality Assurance,ISO 13485,ISO,Process improvement,Risk assessment,Healthcare,Risk management"
260925500077,"Software Engineer II - (Python/Java/Scala with Spark, AWS)",JPMorgan Chase Bank,Hyderabad,"Basic,Data analysis,NoSQL,Data management,data engineer ii,Software Engineer II,SCALA,Agile"
260925031411,.NET Software Developer 10 To 15 years For Team Lead,Capgemini,Hybrid - Hyderabad,"C#,.Net,Entity Framework,webapi,Software,Entity,Development,Team"
