id,title,company,location_raw,tagsAndSkills
250925509768,Sous Chef,Indian Hotels Company (IHCL),Mumbai,"banquets,food production,training,guest relations,menu planning,beverage,hospitality,catering"
250925509636,Sales Manager-Current Account-Digital 811,Kotak Mahindra Bank,Mumbai,"Training,Sales,Customer satisfaction,Channel sales,Banking,Management,Recruitment,Channel"
250925509616,Reservations Officer,Indian Hotels Company (IHCL),Mumbai,"crs,front office operations,team handling,international ticketing,tourism,client servicing,air ticketing,guest relations"
250925509234,Deputy Chief Engineer,Indian Hotels Company (IHCL),Mumbai,"interfaces,project management,process excellence,iso,rice components,oracle forms,oracle apps technical,process improvement"
250925508646,Sales Manager,Hec Enviro,Mumbai,"Civil,Sales,Engineering management,Mechanical,Infrastructure,Market research,Growth strategy,Management"
250925508533,Portfolio Relationship Manager-SME-Sales,Kotak Mahindra Bank,Mumbai,"SME sales,Wholesale banking,Finance,Relationship,Banking,Credit appraisal,Corporate,CMS"
250925508522,Collections Manager-PRIME VISHWAAS-Collection,Kotak Mahindra Bank,Mumbai,"Collections Manager-PRIME VISHWAAS-Collection,Collections"
250925508514,Team Member - Finance-HO & SUPPORT-Finance,Kotak Mahindra Bank,Mumbai,"Assurance,Budgeting,Variance analysis,Monitoring,Analysis,Team"
250925508264,Team Manager - Counterparty Risk-Support Services-Counterparty Risk,Kotak Mahindra Bank,Mumbai,"Stress testing,Automation,Regulatory reporting,MIS,risk modeling,Support services,Credit analysis,Monitoring"
250925507512,Sr. Manager- I - PRODUCT,ICICI Prudential Life,Mumbai,"Sales,Compliance,Product design,Actuarial,Management,SR,Design,Product management"
250925507503,Manager-I - SERVICE SC,ICICI Prudential Life,Mumbai,"Software design,Team management,Coding,Banking,HTML,Content writing,Customer experience,Management"
250925507397,Service Excellence Specialist,Kotak Mahindra Bank,Mumbai,"Client meeting,Concurrent audit,Document checking,MIS,ROC,Banking,Legal,Legal documentation"
250925507395,Service Excellence Specialist,Kotak Mahindra Bank,Mumbai,"Client meeting,Concurrent audit,Document checking,MIS,ROC,Legal,Banking,Service excellence"
250925501773,Technical Support Specialist (Expression of Interest),Hotstar,Mumbai,"Networking,Linux,Operating systems,Macintosh,Production operations,Network troubleshooting,Manager Technology,Windows"
250925501355,Senior Research Analyst,Crisil,Mumbai,"Industry research,Business analysis,Finance,Analytical research,Research,Senior Research Analyst,Management,Stakeholder management"
250925500963,Assistant Manager Lender Operations,Greenizon Agritech Consultancy,Mumbai,"MIS reporting,Due diligence,Ratio analysis,Publishing,Excel,Process orientation,Management systems,Finance"
250925500845,Area Sales Manager-HOUSING FINANCE-Sales,Kotak Mahindra Bank,Mumbai,"Team leading,Interpersonal skills,Sales,Area sales,Relationship building,Housing finance,Management,banking products"
250925500739,Location Manager-Trade Sales-Sales-Retail Sales,Kotak Mahindra Bank,Mumbai,"Customer acquisition,Client meeting,Team management,Process orientation,Compliance,Trade sales,Forex trading,Business banking"
250925036296,Project Manager ( Service Excellence ),Yes Bank,Mumbai(Santacruz East),"Customer Experience Management,Project Management,Banking Operations,Audit Management,architectural experiance,Quality Management,API,Operations Management"
250925036142,International Voice CSE | WFH Mumbai location candidates only,Explore 360 Hr Solutions,"Thane, Navi Mumbai, Mumbai (All Areas)","International Call Center,International Voice,BPO,Customer Service,Bpo Customer Service,Voice Process,Voice Support,US Process"
250925033643,Hiring For Banca Channel | Sales Manager,Kotak Life Insurance,"Mumbai, Navi Mumbai, Mumbai (All Areas)","Sales,Tied Channel,Agency Channel,Alternate Channel,Life Insurance,Broking,Banca Sales,Cross Sales"
250925033595,Virtual Relationship Manager,Kotak Life Insurance,"Thane, Navi Mumbai, Dombivli","Virtual Relationship,Life Insurance,Telecalling,Vrm,Inbound Sales,Outbound Sales,Telesales,Phone Banking"
250925033161,AM For customer services - Banking process,Conneqt,Navi Mumbai,"Inbound Process,Customer Service,Banking Voice,Domestic Process,Banking Process,Process,Domestic,Voice"
250925032896,Team lead Email Banking process,Conneqt,Navi Mumbai,"Customer Service,Banking Process,Email Process,Banking Voice,Phone Banking,Voice Process,Domestic Process,Voice"
250925032721,Trainer- Collections For Banking process,Conneqt,Navi Mumbai,"BPO,Bfsi,Throughput,Voice,TNI,Process Training,TNA,Collections Process"
250925031782,CA Accounts & Finance Manager NBFC,Jobaaj (a Unit Of Nishtya Infotech ),Mumbai,"Statutory Compliance,Account & Finance,SEBI Compliance,Partner Reconciliation,RBI compliance,Statutory Audit,Financial Due Diligence,Audit Coordination"
250925029744,Assistant Sales Manager,Sresth Info Solutions Surat,"Mumbai, Panvel, Nanded, Jalna, Aurangabad, Amravati","Bank,Sales,Team Handling,HNI,Cross Sales,Credit Cards,Marketing,Retail"
250925027760,Tele Sales Executive - Outbound Process (12th Pass Fresher) sal 22K,Star Connect,"Mumbai(Airoli +1), Thane, Navi Mumbai","B2C Sales,Telesales,Real Estate Sales,Outbound,Sales,Broker,Property Sales,Estate"
250925026006,Openings For Inbound Process @Kotak Mahindra Bank,Kotak Mahindra Bank,"Mumbai Suburban, Thane, Mumbai (All Areas)","Inbound Process,Inbound Customer Service,Customer Service,Inbound Voice Process,Customer Support,Banking Collection,Banking Process,Inbound Sales"
250925021009,Sap Bi Consultant,CGI,Hybrid - Mumbai,"SAP BO,Web Reporting,WebI,SAP BI,Universe Designer,Reporting,Bi,SAP"
250925020401,Compliance Executive,Hdfc Securities,Mumbai,"Grievance Handling,Audit Compliance,Complaints Resolution,Grievance Redressal,Regulatory Submissions,Regulatory,Complaints,Auditing"
250925018604,Senior Manager - Accounts & Finance,Kissht,Mumbai,"Financial Reporting,Budgeting And Forecasting,Direct And Indirect Taxation,Rbi Inspection,Book Closure,Ind As,Management,IND"
250925018588,Manager - Finance Sector (Domestic Ratings),Crisil,Mumbai,"financial analysis,business research,credit analysis,accounting,credit rating,financial services,research,risk analysis"
250925018228,AVP - Accounts  & Finance,Kissht,Mumbai,"Rbi Inspection,Sebi Regulations,Statutory Compliance & Audit,Forecasting & Variance Analysis,Forecasting,Accounts And Finance,Variance analysis,RBI"
250925018172,Senior Creative Designer,KGK Group,Mumbai,"Corel Draw,Illustrator,Photoshop,Sketching,Senior,Design,Creative,Illustration"
250925015473,Data Entry Operator,Network18,Mumbai,"Pivot Table,Data Presentation,VLOOKUP,Excel Sheet,Data entry,Operating,Data entry operation,Pivot"
250925015281,Marketing Coordinator,Transasia Bio Medicals,Mumbai,"Vendor Management,Event Management,Campaign Management,Event Marketing,Marketing Activities,Campaigns,Marketing,Management"
250925014608,Retainer - Talent Acquisition,Crisil,Mumbai,"software,management skills,multitasking,interpersonal skills,candidate sourcing,hrsd,business acumen,sourcing"
250925014117,Project Manager - MEP,Space Matrix Design Consultants,"Navi Mumbai, Mumbai (All Areas)","Project Execution,Interior Finishing,Interior Execution,Corporate Interiors,Boq,Site Execution,MEP,Mep Electrical"
250925011469,Agency Channel - Managing Partner - Mumbai,Kotak Life Insurance,"Thane, Mumbai (All Areas)(Borivali West +3)","Agency Channel,Life Insurance,Agent Recruitment,Tied Channel,Agency,Apc,Agency Management,Channel"
250925008862,Divisional Manager - Tied Agency,Kotak Life Insurance,"Nagpur, Solapur, Mumbai (All Areas)(Vasai +2)","Agency Development,Tied Channel,Agency Channel,Branch Management,Sales Strategy,Agency Sales,Profitability,business hygiene"
250925003469,YES Bank - Customer Care (voice process) / 12th pass Fresher,Conneqt,"Mumbai(Airoli +1), Thane, Navi Mumbai","Customer Service,Banking Process,Outbound Process,Voice Process,Telecalling,Inbound Process,BPO,Ccc"
250925002108,Openings For Axis Bank - Customer Service / Cross sales,Conneqt,"Thane, Navi Mumbai, Mumbai (All Areas)(Dombivli +1)","Customer Service,Banking Process,Cross Sales,Calling,Customer Handling,BPO,Telesales,Voice Process"
250925001309,Banking / BPO / BFSI domain For Unity Small Finance Bank,Conneqt,"Thane, Navi Mumbai, Mumbai (All Areas)(Turbhe Village +1)","BPO,Customer Service,Banking Process,Bfsi,Inbound,Inbound Process,Inbound Customer Service,Voice Process"
250724000172,ORRA Jewllery- Hiring Store Managers & Staff @ Mumbai & Navi Mumbai,Orra Fine Jewellery,"Navi Mumbai, Mumbai (All Areas)","Jewellery,Retail Sales,Showroom Sales,Retail Operations,Store Operation,Counter Sales,Store management,Store operations"
250625023966,Product Manager - Digital Engagement & Innovation,Sbicap Securities,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Product Manager,Product Strategy,Product Innovation,Product Life Cycle Management,Management,Innovation,Life cycle,Digital"
240925918811,Business Development Manager- Cpaas- BFSI Domain,FCI CCM,Mumbai,"business acumen,sales,bfsi,stakeholder management,saas,market development,presentation skills,business development"
240925507586,Team Member-Risk-RELATIONSHIP BANKING GROUP-Risk,Kotak Mahindra Bank,Mumbai,"Direct sales,Field Sales Executive,Banking operations,Relationship,Management,Operations,Field sales,Sales"
240925506853,Acquisition Manager-RL SALES-Sales,Kotak Mahindra Bank,Mumbai,"Sales,Revenue generation,Portfolio management,Acquisition,Portfolio,Revenue,Generation,Management"
240925506234,Acquisition Manager-Business Banking-RL SALES-Sales,Kotak Mahindra Bank,Mumbai,"Product management,Retail,Financial Instruments,Banking,Regulatory compliance,Customer service,New product development,Sales initiatives"
240925506233,Sr. Executive /Asst. Manager - Talent Acquisition - HR,Rentokil Initial,Mumbai,"Manager Talent Acquisition,Networking,Data management,Senior Executive,MIS,Lead Talent Acquisition,Consulting,Customer service"
240925506202,MECHANICAL DESIGN ENGINEER,Xylem Water Solutions,Mumbai,"Fabrication,Procurement,Bidding,Data management,CAD,System design,German,Mechanical engineering"
240925506179,Sr. Executive/Asst. Manager - Performance and Rewards,Rentokil Initial,Mumbai,"Analytical,Query management,Succession planning,HR,Customer service,Management,Troubleshooting,MS Office"
240925506025,Branch Manager-Branch Banking,Kotak Mahindra Bank,Mumbai,"Business administration,Service delivery,Branch management,Sales operations,Branch banking,Banking,Regulatory compliance,Product sales"
240925504937,Solutions Architect,INGRAM MICRO PLATFORM TECHNOLOGY INDIA PVT LTD,Mumbai,"Junior Staff,Project management,Channel sales,Presales,IT sales,Customer relationship,Individual Contributor,Information technology"
240925503521,Bar Manager,Indian Hotels Company (IHCL),Mumbai,"Hospitality,Shaping,Process excellence,Bar,Process,Management,Excellence"
240925503235,Executive - Scheduler - Talent Acquisition (On Contract),Crisil,Mumbai,"Management Executive,Excel,Talent acquisition,Time management,Scheduling,data integrity,Recruitment,Acquisition"
240925502949,Branch Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank,Mumbai,"Business administration,Service delivery,Branch management,Sales operations,Branch banking,Banking,Regulatory compliance,Product sales"
240925502812,Relationship Manager - LAP - HF Loan Against Property (LAP)-Sales,Kotak Mahindra Bank,Mumbai,"Direct sales,Loans,Direct marketing,Sales,Branch banking,Banking,loan sales,Management"
240925502794,Platinum Relationship Manager,Kotak Mahindra Bank,Mumbai,"Trade,Forex,Customer service orientation,Branch banking,Customer satisfaction,Mutual funds,Banking,Export finance"
240925502561,Project Engineer Biological,Xylem Water Solutions,Mumbai,"Product management,Water treatment,Application engineering,Hydraulics,Waste water treatment,Instrumentation,Customer service,Sanitary"
240925502508,Client Manager - Business Development,INGRAM MICRO PLATFORM TECHNOLOGY INDIA PVT LTD,Mumbai,"Junior Staff,Sales,Finance,Channel sales,Market research,IT sales,Customer relationship,Individual Contributor"
240925500359,Business Relationship Manager - SBE-Small Business Enterprise-Sales,Kotak Mahindra Bank,Mumbai,"Relationship management,Penetration,Branch banking,Trade finance,Client servicing,Relationship,Business modeling,Continuous improvement"
240925500227,Product Manager-Fastag-B2C-Marketing Branches Operations,Kotak Mahindra Bank,Mumbai,"Product management,Usage,Payment systems,Product innovation,Analytical,RTGS,Regulatory compliance,Competitive intelligence"
240925035804,Tele Caller - PAN INDIA,Career Job Solution New Delhi,"Manesar, Delhi / NCR, Mumbai (All Areas)","Telesales,Renewals,Outbound Sales,Bpo Sales,Target Achievement,Sales Activities,Negotiation,B2C Sales"
240925035668,Customer Care Executive - PAN INDIA,Career Job Solution New Delhi,"Ghaziabad, Faridabad, Mumbai (All Areas)","Telesales,Renewals,Outbound Sales,Bpo Sales,Target Achievement,Negotiation,B2C Sales,Cross Selling"
240925034949,Sales Coordination Executive,Disha Skill Training Services,"Thane, Navi Mumbai","Quotation,Inside Sales,Sales Coordinator,Sales Coordination,Coordination,Sales"
240925029820,Mechanical Draughtsman,Compass Business Management Mumbai,Navi Mumbai,"AutoCAD,3D Modeling,MS Office,Powerpoint,Modeling,3D,3D Model,Office"
240925029681,Corporate Sales Manager,Info Edge,Mumbai,"Corporate Sales,Hunting,Cloud Sales,Solution Sales,Saas Sales,B2B Sales,Software Sales,Enterprise Sales"
240925027516,Urgent hiring For BPO VOICE Process-PAN INDIA,Career Job Solution New Delhi,"Noida, Delhi / NCR, Mumbai (All Areas)","Bde,Telesales,Outbound Sales,Bpo Sales,Renewals,Target Achievement,Inbound Sales,Pressure Handling"
240925026183,Branch Manager - Worli Location,Yes Bank,"Mumbai Suburban, Mumbai (All Areas)","Heading Branch,Branch Management,Retail Branch Banking,Branch Handling,Management,Retail,Retail banking,Heading"
240925026086,Branch Manager - Worli Location,Yes Bank,"Mumbai Suburban, Mumbai (All Areas)","Heading Branch,Branch Management,Retail Branch Banking,Branch Handling,Branch banking,Handling,Heading,Retail"
240925026046,"Regional Credit Manager- Prime HL, LAP, Mortgage",Yes Bank,"Mumbai Suburban, Mumbai (All Areas)(Goregaon)","Prime Lap,Loan Against Property,Credit Appraisal,Housing Loan,Lap Loans,HL,Credit Underwriting,Mortgage"
240925024651,Senior Research Analyst,Crisil,Mumbai,"industry research,presentation skills,research analysis,business analysis,investment,client management,knowledge management,research"
240925022711,Branch Manager,Yes Bank,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Heading Branch,Branch Management,Retail Branch Banking,Branch Handling,Branch banking,Handling,Heading,Retail"
240925022546,Sales Administrator,Wagh Bakri Tea Group,Mumbai(Andheri East),"Billing,Forecasting,GRN,MIS,Indenting,Dispatch Planning,Sales,Sales administration"
240925017996,Work From Office in BPO Call Centre - inbound & outbound process,ICICI Lombard,"Thane, Navi Mumbai, Mumbai (All Areas)(Seawoods +4)","Inbound Process,Banking Process,Outbound Process,Telecalling,Digital Sales,Customer Service,Telesales,Voice Process"
240925017018,Client Acquisition Manager,Info Edge,"Mumbai, Mumbai Suburban","B2B Sales,New Client Acquisition,Client Onboarding,Hunting,Client Acquisition,Field Sales,New Business Development,New Business Acquisition"
240925016031,Showroom Executive (EC),Livspace,Mumbai(Thane West),"Showroom Management,Front Office,Customer Handling,Facility Management,Communication Skills,Account Management,Customer Management,Interpersonal Skills"
240925015457,Project Manager- Pharmaceutics - EU/UK/Aus - Navi Mumbai,Titan Laboratories,Navi Mumbai,"project management,Pharmaceutics,Europe,Uk,Canada,Project Manager,Australia,International Projects"
240925009358,Design Engineer- PV Elite,Roche International,Navi Mumbai,"Heat Exchanger Design,Design Engineering,PV Elite,Heat exchangers,Engineering,Exchange server,Elite,Design"
240925007078,Walk-in Interview - Sales Executive,Senco Gold,"Mumbai(Andheri West +2), Mumbai Suburban","Luxury Sales,Retail Sales,Counter Sales,Showroom Sales,Sales Executive,Jewellery,Sales Promotion,Sales Executive Activities"
240125006793,U.K/AUS/IRL International Voice Customer Service Process in Int. BPO,Explore 360 Hr Solutions,"Mumbai Suburban, Mumbai (All Areas)","Customer Service,Voice Process,Bpo Voice,International Voice,International Voice Process,BPO,International Call Center,AUS shift"
230925931599,BMC Discovery Consultant,BMC Software,Mumbai,"itil framework,linux,microsoft windows,unix,itil,css,technical leadership,networking"
230925931412,Sales Specialist,ABB,Mumbai,"sales,marketing,sales management,market share,instrumentation,channel sales,sales process,business development"
230925931227,Sales Specialist - Building Automation,ABB,Mumbai,"sales strategy,business development,distribution,sales,marketing,customer relationship,real estate,estate"
230925506640,Key Accounts Sales Officer (MT),Ferrero India,Mumbai,"excel,mt,business development,key accounts,sales,powerpoint,communication skills,field sales"
230925505180,Territory Sales Executive - III,Tata Consumer Products,Mumbai,"TSO,Usage,Service level,Claims,Penetration,Demand forecasting,Team Coach,Area sales"
230925504493,Senior HSE Specialist,Worleyparsons,Mumbai,"risk assessment,hazard identification,construction safety,accident investigation,root cause analysis,job safety analysis,hse management,safety"
230925504468,Supervisor - Fort,Rentokil Initial,Mumbai,"scp,service quality,lvm,project management,ftp,customer service,redhat linux,dns"
230925504467,Senior Manager - Corporate Accounts -,Rentokil Initial,Mumbai,"accounts receivable,accounts payable,mis reporting,customer service,team handling,variance analysis,accounting,sales"
230925504465,JM Supervisor - Andheri East,Rentokil Initial,Mumbai,"service quality,project management,customer service,program management,ms project,scope management,budgeting,coordination"
230925504263,Sr. Manager- I - PRODUCT,ICICI Prudential Life,Mumbai,"Sales,Compliance,Product design,Actuarial,Management,Production,Product management,Design"
230925503803,Manager-II - COPS SC,ICICI Prudential Life,Mumbai,"Sales,Excel,Manual,Manager II,Management,SC,Cop"
230925503767,Assistant Restaurant Manager,Indian Hotels Company (IHCL),Mumbai,"Hospitality,Shaping,Process excellence,Management,Process,Restaurant,Restaurant management,Assistance"
230925503165,Team Member-SUPPORT SERVICES-Credit Industry Research,Kotak Mahindra Bank,Mumbai,"Industry research,SAS,Financial reporting,NBFC,Risk analytics,Analytical,Consulting,Risk management"
230925503165,Team Member-SUPPORT SERVICES-Credit Industry Research,Kotak Mahindra Bank,Mumbai,"Industry research,SAS,Financial reporting,NBFC,Risk analytics,Analytical,Consulting,Risk management"
230925503164,Team Member-Group Risk Management-SUPPORT SERVICES-HR,Kotak Mahindra Bank,Mumbai,"Enterprise risk management,Relationship management,ERM,Risk analytics,Analytical,Risk management,Operations,Financial services"
230925503136,Product Manager-Business Loans-MIS - KMBL,Kotak Mahindra Bank,Mumbai,"Product management,Loans,Penetration,Sales,NBFC,MIS,Analytical,Product planning"
230925503111,Area Business Manager-SME-Sales,Kotak Mahindra Bank,Mumbai,"Penetration,Sales,Networking,Wholesale banking,People management skills,Analytical,CMS,SME banking"
230925503107,Business Relationship Manager - SBE-Small Business Enterprise-Sales,Kotak Mahindra Bank,Mumbai,"Relationship management,Penetration,Branch banking,Trade finance,Client servicing,Business modeling,Continuous improvement,Transaction banking"
230925503088,Product Specialist-DEBT CAPITAL MARKETS-Sales,Kotak Mahindra Bank,Mumbai,"Wholesale banking,Structured finance,Cash flow,Corporate finance,Credit analysis,Taxation,cxo,Fund raising"
230925503058,Area Recovery Manager-RELATIONSHIP BANKING GROUP-Recovery Branch,Kotak Mahindra Bank,Mumbai,"Banking,Management,Service quality,Monitoring,Auditing,Quality,Recovery"
230925503016,Associate II Business Intelligence-HO & SUPPORT-CVM CoE,Kotak Mahindra Bank,Mumbai,"Interpersonal skills,Costing,Excel,Time management,Budgeting,Management,Business intelligence,Analytics"
230925502974,Business Relationship Manager-Business Loans-Sales,Kotak Mahindra Bank,Mumbai,"Relationship management,Loans,Penetration,Sales,Branch banking,Telecalling,Banking,UPS"
230925502953,Relationship Manager-Mid Market-Sales,Kotak Mahindra Bank,Mumbai,"Relationship management,Compliance,Analytical,Banking,CMS,Forex trading,Client acquisition,Management"
230925502850,Operations Team Member-WBG OPERATIONS (OPS)-Customer Service Desk,Kotak Mahindra Bank,Mumbai,"Front end,Compliance,Trade finance,Service desk,Banking,CMS,Customer service,Transaction processing"
230925502777,Service Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank,Mumbai,"Branch banking operations,Front Office Staff,Audit compliance,Service excellence,Management,Operations,KYC Compliance,Branch banking"
230925502643,Team Member-Risk-RELATIONSHIP BANKING GROUP-Risk,Kotak Mahindra Bank,Mumbai,"Direct sales,Field Sales Executive,Banking operations,Management,Banking Operation,Field sales,Sales,Direct"
230925502481,Acquisition Manager-RL SALES-Sales,Kotak Mahindra Bank,"Mumbai, Tarapur, Ahmedabad","Sales,Revenue generation,Portfolio management,Generation,Acquisition,Revenue,Management,Portfolio"
230925502425,Locations Operations Manager-SUPPORT SERVICES-Operations,Kotak Mahindra Bank,Mumbai,"Retail asset operations,Support services,RTO,Operations,Retail operations,Asset Operations,Asset,Retail"
230925502418,Relationship Officer-811-Digital Banking Kotak 811-Sales,Kotak Mahindra Bank,Mumbai,"customer relationship,team management,customer service,customer care,retail sales,business development,customer retention,sales"
230925502405,Product Manager-X sell-Digital Banking Kotak 811-Regional Sales,Kotak Mahindra Bank,Mumbai,"Customer acquisition,Banking,Regional sales,Management,Acquisition,Regional,Sales"
230925502392,Executive Secretary-Kotak Private Banking-RL Regional Head's Office,Kotak Mahindra Bank,Mumbai,"revenue generation,team management,channel sales,business development,corporate sales,sales,strategic planning,marketing"
230925502362,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank,Mumbai,"Branch banking,Banking,Customer experience,Operations"
230925501204,Internal Auditor,hdfc sales  ( p )  ltd,Mumbai,"Usage,Manager Internal Audit,Excel,Sales,Bfsi,Analytical,SMS,Information technology"
230925500970,Sales Executive,Indian Hotels Company (IHCL),Mumbai,"Hospitality,Sales,Hospitality management,Market intelligence,Hotel management,Market research,Account management,Budgeting"
230925500870,HSE Specialist II,Worleyparsons,Mumbai,"Engineering services,remediation,Assurance,Industrial safety,HSE management,Architecture,HP data protector,Consulting"
230925500477,Sr. IT- Applications Support,hdfc sales  ( p )  ltd,Mumbai,"Application support,Usage,Sales,Sales Representative,Bfsi,SMS,Representative,Subject Matter Expert"
230925500370,Senior Engineer/AM - Application,Xylem Water Solutions,Mumbai,"Procurement,Fabrication,Water treatment,Bidding,AutoCAD,Project management,EPC,Refinery"
230925500189,Business Development Manager Prima,Medgenome Labs,Mumbai,"Sales strategy,Payment collection,Pharma,Finance,Regional sales,CME,Management,Servicing"
230925039200,Manager-MIS & Planning-CFO Office,Kotak Life Insurance,Mumbai,"Accounting Entries,Financial Planning,Financial Analysis,Advanced Excel,Variance Analysis,Accounts Closing,Office,Accounting"
230925037312,IT Project Manager/Business Analyst,Inci Infotech,"Indore, Ahmedabad, Mumbai (All Areas)","Client Communication,Project Management,Requirement Gathering,Project Coordination,Brd,Team Coordination,FRD,UAT"
230925037180,Unit Sales Manager - Branch Banking,ICICI Lombard,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Sales,SME Sales,Bancassurance Sales,General Insurance Sales,Motor Insurance,health insurance,Banca Sales,Field Sales"
230925035250,Required Medical Officer For Dadar - Mumbai Indira IVF,Indira Ivf Hospital,Mumbai(Dadar West +1),"BHMS,BAMS,Ivf,Medical,Bac"
230925031290,Store Officer,Blue Jet Healthcare,Mumbai(Badlapur),"GRN,Chemical,Dispatch,API,Stores"
230925027906,Manager / Assistant Manager Human Resources,Veena World,Mumbai(Vidya Vihar West),"HR Generalist Activities,Team Management,HR Operations,Team Handling,HR Policy Formulation,Performance Management System,Employee Engagement,Employee Welfare"
230925027502,Deputy Manager - Commission Payouts & Incentives Calculation,HDFC Life,Mumbai,"Secondary compensation,Commission payout,Incentive Calculation,sales governance,sales support,Incentives,Sales Strategy,Sales Compensation"
230925025744,"Kotak Mahindra Bank - Telesales Experienced only, Thane",Kotak Mahindra Bank,"Thane, Navi Mumbai","Cross Selling,Telesales,Banking Products,Outbound,Upselling,Upsell,Inbound Sales,Banking Process"
230925024012,MarTech Specialist B2B Email Marketing/ Lead Generation,Datamatics Business Solutions,Hybrid - Mumbai(Andheri East),"Martech,Email Marketing,B2B Marketing,B2B Lead Generation,Marketing,Generation,B2B,Lead generation"
230925023951,Business Development Manager,KGK Group,"Navi Mumbai, Mumbai (All Areas)(Vashi)","Business Development,Btl Activation,Activation,Btl,Business development management,Development,Management"
230925022402,Program Manager -Liabilities Product management,Yes Bank,Mumbai(Santacruz East),"Portfolio Mapping,Product Profitability,Cost-to-Income Ratio,Fee Income,Cross Sell,Data Analytics,PB Portfolio,Management"
230925021157,Senior Executive - Talent Acquisition,Lokmat Media,Mumbai(Worli),"Excellent Communication Skills,End To End Recruitment,Digital Recruitment,Talent Acquisition,Stakeholder Management,Non IT Recruitment,Recruitment,Acquisition"
230925020711,Site Engineer - Interior Projects,Lokmat Media,Mumbai(Worli),"Interior Architecture,Civil Project Management,Workforce Management,Site Engineering,Operations Management,Site,Civil,Project management"
230925019918,Senior Coordinator,Dun & Bradstreet,Navi Mumbai,"MIS Reporting,MIS,Advanced Excel,Project Coordination,Reporting,Coordination,Excel,Project"
230925019886,Bank Of India Inbound Process | Customer Service | Voice process,Conneqt,"Mumbai, Thane, Navi Mumbai","Inbound Process,Customer Service,Calling,Customer Support,Customer Handling,BPO,Inbound Customer Service,Inbound Calls"
230925018553,CRM Business Analyst,Hdfc Sales,Mumbai(Churchgate),"MS Dynamics CRM,Business Analytics,CRM Management,CRM Strategy,Crm Implementation,Project Management,Brd,Requirement Gathering"
230925015659,Openings For Kotak Mahindra Bank (ON ROLL) Sal upto 35K,Kotak Mahindra Bank,"Thane, Navi Mumbai, Mumbai (All Areas)","Customer Service,Banking Operations,Voice Process,Outbound Process,Customer Care,Banking Process,Telesales,Banking Sector"
230825017066,Voice / Chat / Blended / Fixed Shift / UK / Australia / US BPO,Explore 360 Hr Solutions,"Thane, Mumbai (All Areas)","Collections,International Voice Process,BPO,Customer Service,Bpo Customer Service,Debt Collection,US Sales,Voice Process"
230625015103,Operations Executive,Compass Business Management Mumbai,Mumbai(Vikhroli),"Strong Communication Skills,Operations Management,Time Management Skills,Organization Skills,Strong Analytical Skills,MS Office,Computer Skills,Interpersonal Skills"
220825029087,Customer Service Executive,Datamatics Business Solutions,Mumbai(Andheri MIDC),"Communication Skills,Customer Service,Domestic Voice Process,Inbound Calls,Inbound,Calling,Voice process,Voice"
220825026959,Sr. Manager - RA (Formulation) - Markets (US/EU/Canada),Titan Laboratories,Navi Mumbai,"Regulatory Affairs,Drug Regulatory Affairs,CTD,Dossier Preparation,Anda,Dossier,Pharmaceutical,Europe Market"
220725025876,Recruiter Intern,IndiaMART,Mumbai,
200525931505,Internal Auditor,Protiviti India,Mumbai,"internal audit,risk management,Internal Auditor,Risk Assessment,compliance management,Compliance,Management,Auditing"
200125013276,Manager - Governance (SCM Operations),Sun Pharma,Mumbai,"Team Management,Scm Operations,Risk Mitigation,Inventory Optimization,Permit,SAP,Inventory Management,Designing SCM Operation Structures"
180825015306,Machine Operation,DMart,"Dholka, Navi Mumbai, Ahmedabad","Machine Operating,Machine Maintenance,Machine Setting,Setting,Maintenance,Operations,Machine,Operating"
180825004645,Senior Executive - R&D - Formulation -Pellets Development Organization,Titan Laboratories,Navi Mumbai,"Pellets,Inventia,Glukem,Credo,Formulation,Pellets dosage,Pellet Plant,Peltech"
160925037838,Design Engineer,Compass Business Management Mumbai,"Thane, Navi Mumbai","AutoCAD,Drafting,Panel Designing,Electrical Design,Draft,Electricals,Panels,Design"
160925019343,Commercial Executive,Indiana Group,Mumbai(Marol),"Tally Software,Excel,Software,Commercial,Tally"
140825032992,Billing Executive,Prism Manpower Services,"Thane, Navi Mumbai, Mumbai (All Areas)","Tally,Excel,Billing"
120825035241,Mainframe Developer,Infosys,"Hybrid - Patna, Delhi / NCR, Mumbai (All Areas)","Cobol,Mainframes,JCL,db2,Development,Mainframe Production Support,DBMS"
120825028390,Alternative investment fund- Executive,Computer Age Management Services (CAMS),Navi Mumbai,"Portfolio Management Services,Aif,Private Equity,Mutual Funds,Fund Accounting,Funding,NAV Calculation,NAV"
120525025089,Customer service (Voice process) | Andheri | Work from office,Datamatics Business Solutions,Mumbai(Andheri MIDC),"voice process,Inbound Voice Process,telecaller,Customer Service,Customer Support,Telecalling,Customer Care,Domestic BPO"
